Hardware,Network,Width mult.,Input res.,Video res.,Frame rate,Hardware Label,Label
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,96,480,22.74097336,Xeon,MobileNetV2_0.5_96_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,128,480,25.26561939,Xeon,MobileNetV2_0.5_128_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,160,480,22.69435095,Xeon,MobileNetV2_0.5_160_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,192,480,21.15546132,Xeon,MobileNetV2_0.5_192_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,224,480,26.01072742,Xeon,MobileNetV2_0.5_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,96,480,24.08711004,Xeon,MobileNetV2_0.75_96_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,128,480,26.31211238,Xeon,MobileNetV2_0.75_128_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,160,480,26.30714632,Xeon,MobileNetV2_0.75_160_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,192,480,25.73700848,Xeon,MobileNetV2_0.75_192_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,224,480,24.34118022,Xeon,MobileNetV2_0.75_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,96,480,22.52986741,Xeon,MobileNetV2_1_96_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,128,480,24.85547339,Xeon,MobileNetV2_1_128_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,160,480,23.66764094,Xeon,MobileNetV2_1_160_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,192,480,22.44725022,Xeon,MobileNetV2_1_192_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,224,480,26.04417514,Xeon,MobileNetV2_1_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large minimalistic),1,224,480,19.06363213,Xeon,MobileNetV3 (large minimalistic)_1_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large),0.75,224,480,18.59949953,Xeon,MobileNetV3 (large)_0.75_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large),1,224,480,16.46665241,Xeon,MobileNetV3 (large)_1_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small minimalistic),1,224,480,25.05599832,Xeon,MobileNetV3 (small minimalistic)_1_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small),0.75,224,480,25.31050855,Xeon,MobileNetV3 (small)_0.75_224_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small),1,224,480,18.19191926,Xeon,MobileNetV3 (small)_1_224_480_Xeon
Xeon Gold 5118@2.3 GHz,TinyYOLOv3,,,480,11.2,Xeon,TinyYOLOv3_480_Xeon
Xeon Gold 5118@2.3 GHz,TinyYOLOv4,,,480,8.3,Xeon,TinyYOLOv4_480_Xeon
Xeon Gold 5118@2.3 GHz,YOLOv3,,,480,1.7,Xeon,YOLOv3_480_Xeon
Xeon Gold 5118@2.3 GHz,YOLOv4,,,480,1.3,Xeon,YOLOv4_480_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,96,720,18.54968389,Xeon,MobileNetV2_0.35_96_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,128,720,23.50315256,Xeon,MobileNetV2_0.35_128_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,160,720,22.16016821,Xeon,MobileNetV2_0.35_160_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,192,720,21.25038966,Xeon,MobileNetV2_0.35_192_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,224,720,25.02342322,Xeon,MobileNetV2_0.35_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,96,720,20.33517771,Xeon,MobileNetV2_0.5_96_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,128,720,24.20991659,Xeon,MobileNetV2_0.5_128_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,160,720,20.01601146,Xeon,MobileNetV2_0.5_160_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,192,720,18.21520086,Xeon,MobileNetV2_0.5_192_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,224,720,25.23570546,Xeon,MobileNetV2_0.5_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,96,720,22.08347364,Xeon,MobileNetV2_0.75_96_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,128,720,25.54184848,Xeon,MobileNetV2_0.75_128_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,160,720,25.28676227,Xeon,MobileNetV2_0.75_160_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,192,720,25.55370774,Xeon,MobileNetV2_0.75_192_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,224,720,22.81239347,Xeon,MobileNetV2_0.75_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,96,720,19.88852582,Xeon,MobileNetV2_1_96_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,128,720,23.09778143,Xeon,MobileNetV2_1_128_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,160,720,21.6116101,Xeon,MobileNetV2_1_160_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,192,720,19.50568513,Xeon,MobileNetV2_1_192_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,224,720,25.00407617,Xeon,MobileNetV2_1_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large minimalistic),1,224,720,18.15005234,Xeon,MobileNetV3 (large minimalistic)_1_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large),0.75,224,720,17.30603175,Xeon,MobileNetV3 (large)_0.75_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large),1,224,720,14.03972779,Xeon,MobileNetV3 (large)_1_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small minimalistic),1,224,720,23.03476648,Xeon,MobileNetV3 (small minimalistic)_1_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small),0.75,224,720,23.18888786,Xeon,MobileNetV3 (small)_0.75_224_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small),1,224,720,16.21037293,Xeon,MobileNetV3 (small)_1_224_720_Xeon
Xeon Gold 5118@2.3 GHz,TinyYOLOv3,,,720,11.4,Xeon,TinyYOLOv3_720_Xeon
Xeon Gold 5118@2.3 GHz,TinyYOLOv4,,,720,9.2,Xeon,TinyYOLOv4_720_Xeon
Xeon Gold 5118@2.3 GHz,YOLOv3,,,720,1.7,Xeon,YOLOv3_720_Xeon
Xeon Gold 5118@2.3 GHz,YOLOv4,,,720,1.2,Xeon,YOLOv4_720_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,96,1080,15.39442962,Xeon,MobileNetV2_0.35_96_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,128,1080,20.14417656,Xeon,MobileNetV2_0.35_128_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,160,1080,19.61928393,Xeon,MobileNetV2_0.35_160_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,192,1080,19.14518494,Xeon,MobileNetV2_0.35_192_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.35,224,1080,23.97914844,Xeon,MobileNetV2_0.35_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,96,1080,17.35328515,Xeon,MobileNetV2_0.5_96_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,128,1080,23.04790529,Xeon,MobileNetV2_0.5_128_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,160,1080,17.06032618,Xeon,MobileNetV2_0.5_160_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,192,1080,15.4254819,Xeon,MobileNetV2_0.5_192_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.5,224,1080,23.15898146,Xeon,MobileNetV2_0.5_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,96,1080,19.40694303,Xeon,MobileNetV2_0.75_96_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,128,1080,23.88592255,Xeon,MobileNetV2_0.75_128_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,160,1080,23.63590141,Xeon,MobileNetV2_0.75_160_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,192,1080,23.93705669,Xeon,MobileNetV2_0.75_192_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,0.75,224,1080,20.89668154,Xeon,MobileNetV2_0.75_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,96,1080,17.29200375,Xeon,MobileNetV2_1_96_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,128,1080,20.92110027,Xeon,MobileNetV2_1_128_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,160,1080,19.02244734,Xeon,MobileNetV2_1_160_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,192,1080,16.65213367,Xeon,MobileNetV2_1_192_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV2,1,224,1080,23.70605473,Xeon,MobileNetV2_1_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large minimalistic),1,224,1080,16.78395454,Xeon,MobileNetV3 (large minimalistic)_1_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large),0.75,224,1080,15.69794567,Xeon,MobileNetV3 (large)_0.75_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (large),1,224,1080,10.94457317,Xeon,MobileNetV3 (large)_1_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small minimalistic),1,224,1080,20.31031326,Xeon,MobileNetV3 (small minimalistic)_1_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small),0.75,224,1080,20.94632282,Xeon,MobileNetV3 (small)_0.75_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,MobileNetV3 (small),1,224,1080,14.2821971,Xeon,MobileNetV3 (small)_1_224_1080_Xeon
Xeon Gold 5118@2.3 GHz,TinyYOLOv3,,,1080,11.7,Xeon,TinyYOLOv3_1080_Xeon
Xeon Gold 5118@2.3 GHz,TinyYOLOv4,,,1080,8.4,Xeon,TinyYOLOv4_1080_Xeon
Xeon Gold 5118@2.3 GHz,YOLOv3,,,1080,1.7,Xeon,YOLOv3_1080_Xeon
Xeon Gold 5118@2.3 GHz,YOLOv4,,,1080,1.2,Xeon,YOLOv4_1080_Xeon
